case_id,hhid,Fish_SpeciesID,fs_j01,fs_j01_oth,fs_j02a,fs_j02b,fs_j02c,fs_j02d,fs_j02e,fs_j02f,fs_02filter,fs_j02h,fs_j02i,fs_j02j,fs_j02k,fs_j02l,fs_j02m,fs_j03a,fs_j03b,fs_j03c,fs_j03d,fs_j03e,fs_j03f,fs_j03filter,fs_j03g,fs_j03h,fs_j03i,fs_j03j,fs_j03k,fs_j03l
208074530245,d42801a9eb0f4ab985798cb018d206e7,,utaka,,0,,,,,,,,,,,,,5,SMALL BASKET,,fresh,,2500,no,,,.,,,
208074530303,8b3253a5c03d41eb9aafd4a82925bb87,,other,none,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
208074560039,81a57628687f42b982a6f9bc5c4c67dd,,makakani,,0,,,,,,,,,,,,,60000,DOZEN / BUNDLE,,fresh,.,0,no,,,,,,
208074560039,81a57628687f42b982a6f9bc5c4c67dd,,mlamba,,0,,,,,,,,,,,,,80000,DOZEN / BUNDLE,,fresh,.,0,no,,,,,,
208074560039,81a57628687f42b982a6f9bc5c4c67dd,,matemba,,0,,,,,,,,,,,,,30000,DOZEN / BUNDLE,,fresh,.,0,no,,,,,,
208074560039,81a57628687f42b982a6f9bc5c4c67dd,,makumba,,0,,,,,,,,,,,,,100000,DOZEN / BUNDLE,,fresh,.,0,no,,,,,,
208074560039,81a57628687f42b982a6f9bc5c4c67dd,,usipa,,0,,,,,,,,,,,,,200000,LARGE BASKET,,fresh,.,150000,no,,,,,,
209084770336,452339c5e51b4de0b1b5364a06ce2b63,,mlamba,,1,DOZEN / BUNDLE,,SUN-DRIED,,4500,no,,,,,,,1,DOZEN / BUNDLE,,SUN-DRIED,.,5000,no,,,,,,
210374850023,727b994c7d5645c79c25721f927f4db6,,mlamba,,3,SMALL BASKET,,smoked,,12000,no,,,,,,,3,SMALL BASKET,,smoked,.,20000,no,,,.,,,
210374850023,727b994c7d5645c79c25721f927f4db6,,makakani,,2,SMALL BASKET,,smoked,,15000,no,,,,,,,2,SMALL BASKET,,smoked,.,25000,no,,,.,,,
210374860204,0afa6cb107f04e33a5c49ec8b08c7a13,,matemba,,2,5 KG BAG,,SUN-DRIED,,2500,no,,,,,,,2,5 KG BAG,,SUN-DRIED,,3500,no,,,.,,,
210554990115,a0c88c606aba4243919fc58a511ecf92,,ncheni,,7,25 KG BAG,,fresh,,45000,no,,,,,,,7,25 KG BAG,,fresh,.,65000,no,,,,,,
210554990115,a0c88c606aba4243919fc58a511ecf92,,usipa,,7,SMALL BASKET,,fresh,,15000,no,,,,,,,7,SMALL BASKET,,fresh,.,30000,no,,,,,,
210805070191,ed21f28c6ce84bbbba2e339a1133791e,10,,,10,25 KG BAG,,SUN-DRIED,,10000,no,,,,,,,10,25 KG BAG,,SUN-DRIED,,18000,no,,,,,,
210805070191,ed21f28c6ce84bbbba2e339a1133791e,,utaka,,10,25 KG BAG,,SUN-DRIED,,10000,no,,,,,,,10,25 KG BAG,,SUN-DRIED,.,18000,no,,,.,,,
210805080289,94707d2cf0d0412e89fbac899ad7b35b,,utaka,,8,SMALL BASKET,,SUN-DRIED,,3500,no,,,,,,,8,SMALL BASKET,,SUN-DRIED,,4000,no,,,.,,,
210865120474,d7b785220d5f4c0f97941d0db6959d61,,usipa,,3,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,,7000,no,,,,,,,2,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,,8500,no,,,.,,,
210865120474,d7b785220d5f4c0f97941d0db6959d61,,utaka,,6,OTHER (SPECIFY),"""5 litre bucket """,SUN-DRIED,,5000,no,,,,,,,4,OTHER (SPECIFY),"""5 litres bucket """,SUN-DRIED,,7000,no,,,.,,,
210875140870,b390fcb5bd0f4a16adc6b6aa9c2ede77,,usipa,,6,SMALL BASKET,,SUN-DRIED,,7500,no,,,,,,,6,SMALL BASKET,,SUN-DRIED,,9000,no,,,.,,,
210875150460,190c7b9e5cf54fd29cc63a8c52958266,,usipa,,12,LARGE BASKET,,SUN-DRIED,,30000,no,,,,,,,84,5 KG BAG,,SUN-DRIED,.,6500,no,,,,,,
210875151070,e8705d98dfd04f49a6b97f4e407ba94e,,other,NONE,0,,,,,,,,,,,,,0,,,,.,,no,,,,,,
210885170286,7acafc1403574c2698ef86f309ca1fe3,,chambo,,83,piece,,fresh,,1300,no,,,,,,,10,piece,,fresh,.,1300,no,,,.,,,
301015200213,b1996666a3424c91ba9b4e65358293f2,,other,"""no work done during rainy season """,0,,,,,,,,,,,,,0,,,,.,,no,,,,,,
301025240017,f461be67c7ff4396b43392d0274e262e,,utaka,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
301025240314,3aff34efc5254364b6bceeeb1932b2c4,,other,no other,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
301035250264,99c9b70b452f42adb3653c2fbdac459f,,matemba,,5,SMALL BASKET,,fresh,,3500,no,,,,,,,2,SMALL BASKET,,fresh,,5000,no,,,.,,,
301035280256,f43028dc885a427aac52422c3df57cf4,,usipa,,2,SMALL BASKET,,fresh,,5000,no,,,,,,,2,SMALL BASKET,,fresh,.,6500,no,,,.,,,
301035280256,f43028dc885a427aac52422c3df57cf4,,mlamba,,1,SMALL BASKET,,fresh,,10000,no,,,,,,,1,SMALL BASKET,,fresh,.,17000,no,,,.,,,
301055320260,85bde2595a884ce7b4a397db85b877dd,,usipa,,10,LARGE BASKET,,SUN-DRIED,,5000,no,,,,,,,10,LARGE BASKET,,SUN-DRIED,.,5000,no,,,.,,,
301055320260,85bde2595a884ce7b4a397db85b877dd,,matemba,,10,LARGE BASKET,,SUN-DRIED,,7000,no,,,,,,,7000,LARGE BASKET,,SUN-DRIED,.,7000,no,,,.,,,
301065340227,1e3682f76ba944d387b91829b93c0f6f,,usipa,,10,OTHER (SPECIFY),"""Chigomba """,SUN-DRIED,,2500,no,,,,,,,1,OTHER (SPECIFY),"""Chigomba """,SUN-DRIED,.,2500,no,,,,,,
301065350203,cce2c24618604956b7430f0549b208b3,,matemba,,5,DOZEN / BUNDLE,,SUN-DRIED,,35000,no,,,,,,,5,DOZEN / BUNDLE,,SUN-DRIED,,3500,no,,,.,,,
301085380027,e0834f6a719e4b6a8d46bc4cf7dcebf7,,utaka,,0,,,,,,,,,,,,,2,DOZEN / BUNDLE,,fresh,.,7000,no,,,,,,
301085380160,776f944f5bef40be9a86bd44244485cf,,usipa,,0,,,,,,,,,,,,,0,,,,.,,no,,,,,,
301095400608,fd4a5b3db7114eac91591333c1294235,,utaka,,4,SMALL BASKET,,fresh,,4000,no,,,,,,,4,SMALL BASKET,,fresh,.,7500,no,,,.,,,
301215420031,b4237fc6be1e4fd9b358e91f617a06cd,,mlamba,,40,piece,,fresh,,10000,no,,,,,,,10000,piece,,fresh,,50,no,,,.,,,
301215420102,8fe404afd210435ebf7f864bb9439bd9,,aggregated,,5,SMALL BASKET,,fresh,,25000,no,,,,,,,5,SMALL BASKET,,fresh,,25000,no,,,.,,,
301215420280,f1b6f0ef573a4c7ebacbb5c7d5b77b82,,usipa,,0,,,,,,,,,,,,,1,LARGE BASKET,,fresh,,25000,no,,,.,,,
301215420316,a1b108372db640c6a66e9b79ac79ddb8,,usipa,,2,SMALL BASKET,,SUN-DRIED,,5000,no,,,,,,,2,SMALL BASKET,,SUN-DRIED,,5000,no,,,.,,,
301215420387,46a12026a67544e99cd141708ce0698c,,usipa,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
301215420565,f0c89d23cb8f422c96d9fff1e9a2982c,,usipa,,10,LARGE BASKET,,fresh,,30000,no,,,,,,,10,LARGE BASKET,,fresh,,30000,no,,,.,,,
302015440278,27c8b4f27c694ba4b642b7519c491401,,other,none,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302035540030,2ed0c205f1dd42ba938c9bc18c8b4451,,chambo,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302035540045,be0e640433434181b3ab6564a2d60338,,other,none,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302035540060,4bf25f3de9f34ebf91fc9fc3775d4d95,,matemba,,85,SMALL BASKET,,SUN-DRIED,,2500,no,,,,,,,85,SMALL BASKET,,SUN-DRIED,.,2500,no,,,.,,,
302035540075,00c095c9651d4a71a0c58ce0d2c96b40,,chambo,,0,,,,,,,,,,,,,1,SMALL BASKET,,fresh,.,200,no,,,.,,,
302035540075,00c095c9651d4a71a0c58ce0d2c96b40,,matemba,,0,,,,,,,,,,,,,1,SMALL BASKET,,fresh,.,200,no,,,.,,,
302035540090,82db37c27f1a4d3dad081d4698f75d05,,other,none,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302035540196,ac0bc9d9b3264e80bece616687522955,,chambo,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302035540196,ac0bc9d9b3264e80bece616687522955,,matemba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302035540211,942af73fcf754f59b412db31d02c7cc3,,chambo,,0,,,,,,,,,,,,,1,25 KG BAG,,fresh,.,30000,no,,,.,,,
302035540256,4956d949fe6d49f69d9ba20a8d4b86a1,,other,none,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302035540271,d7ff56ed5b444e3493fd0b78d27a9cc5,,chambo,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302035540271,d7ff56ed5b444e3493fd0b78d27a9cc5,,matemba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302055560066,98393db9f92b48ddb2967d1a876860d7,,mlamba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302055560090,0da34ccbd1f84c3bbd7b1208c42a9189,,mlamba,,6,piece,,fresh,,500,no,,,,,,,6,piece,,fresh,.,500,no,,,.,,,
302075590004,fb21bda6e97540dc9393e755cf5221de,,chambo,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
302075600033,ec27dff59dc04b33b2ca19d9e24ace5a,,mlamba,,1,OTHER (SPECIFY),chigoba,fresh,,3800,no,,,,,,,3800,OTHER (SPECIFY),"""chigoba """,fresh,.,3800,no,,,.,,,
302075600255,0a4f52e5fc644f849d1a6fbec7e4881d,,matemba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302075600255,0a4f52e5fc644f849d1a6fbec7e4881d,,chambo,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302085620073,8987c86a34d44006b4ddb42e2e4cf735,,other,""" none """,0,,,,,,,,,,,,,0,,,,.,,no,,,,,,
302225660115,1761f7fb3e9543ffaefd592cb0889f0b,11,,none,0,,,,,,,,,,,,,0,,,,,,no,,,,,,
302225660115,1761f7fb3e9543ffaefd592cb0889f0b,,other,none,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
302225660326,74bc7010bacb4017a8aae5c7777b0798,6,,,70,DOZEN / BUNDLE,,fresh,,4000,no,,,,,,,65,DOZEN / BUNDLE,,fresh,,5000,no,,,,,,
302225660326,74bc7010bacb4017a8aae5c7777b0798,,chambo,,70,DOZEN / BUNDLE,,fresh,,4000,no,,,,,,,65,DOZEN / BUNDLE,,fresh,.,5000,no,,,.,,,
303015680066,8e25d3aa0ee24f1d99fca279f1f2521e,,mlamba,,5,OTHER (SPECIFY),"""CHIGOBA """,fresh,,4000,no,,,,,,,1,OTHER (SPECIFY),BOX,OTHER (SPECIFY),FRIED (NOT KANYENYA ),35000,no,,,.,,,
303015680066,8e25d3aa0ee24f1d99fca279f1f2521e,,chambo,,8,DOZEN / BUNDLE,,fresh,,4500,no,,,,,,,8,DOZEN / BUNDLE,,OTHER (SPECIFY),FRIED (NOT KANYENYA),8000,no,,,.,,,
303025700103,0eb287db17c24a99999f8988247a7abd,,mlamba,,3,OTHER (SPECIFY),"""CHIGOBA """,fresh,,5000,no,,,,,,,3,OTHER (SPECIFY),CHIGOBA,fresh,,7800,no,,,.,,,
303025730018,cceb5c77d3e84c32986566ca1771284d,,makakani,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
303025730018,cceb5c77d3e84c32986566ca1771284d,,makumba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
303025730018,cceb5c77d3e84c32986566ca1771284d,,matemba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
303025730018,cceb5c77d3e84c32986566ca1771284d,,mlamba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
303025730318,31fda59924d7462799196c02098345af,,chambo,,0,,,,,,,,,,,,,1,LARGE BASKET,,fresh,.,2000,no,,,.,,,
303025730318,31fda59924d7462799196c02098345af,,mlamba,,0,,,,,,,,,,,,,3,piece,,fresh,.,500,no,,,.,,,
303025730354,c88d0feb34de41e7b29b020fac7d45c2,,mlamba,,0,,,,,,,,,,,,,2,LARGE BASKET,,fresh,.,6500,no,,,.,,,
303055780289,1be1a225a48d412ba1cab999e4834d5d,,other,KAMBUZI,5,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,4000,no,,,,,,,5,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,5000,no,,,.,,,
303055780289,1be1a225a48d412ba1cab999e4834d5d,,usipa,,5,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,4500,no,,,,,,,5,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,6000,no,,,.,,,
303055800023,4dd8a0e807d04c03a2bf1155f21b36bb,,matemba,,3,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,3500,no,,,,,,,1,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,4800,no,,,.,,,
303055800023,4dd8a0e807d04c03a2bf1155f21b36bb,,usipa,,1,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,5000,no,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,7800,no,,,.,,,
303055820201,b10327d29eda4cd0ae7e6787e55bfbd7,,matemba,,2,SMALL BASKET,,SUN-DRIED,,25000,yes,1,SMALL BASKET,,smoked,,35000,2,SMALL BASKET,,SUN-DRIED,,40000,yes,1,SMALL BASKET,.,smoked,,40000
303055820201,b10327d29eda4cd0ae7e6787e55bfbd7,,mlamba,,1,SMALL BASKET,,fresh,,35000,no,,,,,,,1,SMALL BASKET,,fresh,,80000,no,,,.,,,
304015910149,f33926a19b134198b97cbcc785af0118,,usipa,,2,SMALL BASKET,,smoked,,4000,no,,,,,,,2,SMALL BASKET,,smoked,,5000,no,,,.,,,
304015910149,f33926a19b134198b97cbcc785af0118,,utaka,,1,SMALL BASKET,,SUN-DRIED,,5000,no,,,,,,,1,SMALL BASKET,,SUN-DRIED,,6000,no,,,.,,,
304015910149,f33926a19b134198b97cbcc785af0118,,makakani,,2,SMALL BASKET,,smoked,,4000,no,,,,,,,2,SMALL BASKET,,smoked,,5000,no,,,.,,,
304015920124,af4a9f1c63364ea69500412b8f26c274,,usipa,,2,SMALL BASKET,,SUN-DRIED,,2800,no,,,,,,,3000,SMALL BASKET,,SUN-DRIED,.,2800,no,,,.,,,
304025950424,6987648215c242c8b6d495d7142a3237,,matemba,,3,SMALL BASKET,,SUN-DRIED,,4800,yes,3,SMALL BASKET,,smoked,,5000,3,SMALL BASKET,,SUN-DRIED,,7000,yes,3,SMALL BASKET,.,smoked,,7000
304025980144,b94c59bd9c184e95ac23128e2295d938,,usipa,,1,SMALL BASKET,,SUN-DRIED,,3500,no,,,,,,,2,SMALL BASKET,,SUN-DRIED,.,200,no,,,,,,
304025980144,b94c59bd9c184e95ac23128e2295d938,,utaka,,2,SMALL BASKET,,SUN-DRIED,,4500,no,,,,,,,2,SMALL BASKET,,SUN-DRIED,.,200,no,,,,,,
304036040048,981d44710cb94b1d8014424f53f1c3a0,,mlamba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
304036040048,981d44710cb94b1d8014424f53f1c3a0,,matemba,,5,5 KG BAG,,SUN-DRIED,,5000,no,,,,,,,0,,,,.,,no,,,.,,,
304036040048,981d44710cb94b1d8014424f53f1c3a0,,utaka,,1,SMALL BASKET,,SUN-DRIED,,6500,no,,,,,,,1,SMALL BASKET,,SUN-DRIED,.,6500,no,,,.,,,
304036040048,981d44710cb94b1d8014424f53f1c3a0,,usipa,,1,SMALL BASKET,,SUN-DRIED,,5000,no,,,,,,,5000,SMALL BASKET,,SUN-DRIED,.,5000,no,,,.,,,
305016170215,0516be73b8c246a98c954963f4bde6cc,,usipa,,5,OTHER (SPECIFY),"""5litres bucket """,SUN-DRIED,,2800,no,,,,,,,2,OTHER (SPECIFY),"""5litres bucket """,SUN-DRIED,.,3100,no,,,.,,,
305016190456,d9525b0f771f455096b7c2c792aa21cf,,utaka,,3,SMALL BASKET,,SUN-DRIED,,7000,no,,,,,,,3,SMALL BASKET,,SUN-DRIED,.,8000,no,,,,,,
305016190456,d9525b0f771f455096b7c2c792aa21cf,,usipa,,2,SMALL BASKET,,SUN-DRIED,,6000,no,,,,,,,2,SMALL BASKET,,SUN-DRIED,.,7500,no,,,,,,
306026510196,9d4449ecd0cb48c6a6d42832a895f56f,,usipa,,1500,DOZEN / BUNDLE,,SUN-DRIED,,4000,no,,,,,,,4000,DOZEN / BUNDLE,,SUN-DRIED,.,4000,no,,,.,,,
307016630198,88752c4bfd9f4b93afeb4b9862a23fb3,10,,,0,,,,,,,,,,,,,0,,,,,,no,,,,,,
307016630198,88752c4bfd9f4b93afeb4b9862a23fb3,,utaka,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
307056690018,1d49f698513944f38d3dcde0818f5049,,makakani,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
307056690018,1d49f698513944f38d3dcde0818f5049,,chambo,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
307086750075,e0401c946e5c4ba48085bacd60bac87a,9,,,3,5 KG BAG,,SUN-DRIED,,400,no,,,,,,,3000,OTHER (SPECIFY),Small  heaps,SUN-DRIED,,100,no,,,,,,
307086750075,e0401c946e5c4ba48085bacd60bac87a,,usipa,,3,5 KG BAG,,SUN-DRIED,,400,no,,,,,,,3000,OTHER (SPECIFY),Small  heaps,SUN-DRIED,.,100,no,,,.,,,
307106810150,ce6a8c8a21394f179a66afd1ce6d05d5,,usipa,,1,SMALL BASKET,,smoked,,20000,no,,,,,,,1,SMALL BASKET,,smoked,.,25000,no,,,.,,,
308016880131,91bd639b25704ead98b10eaceba3c32e,,other,no business in months months,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
308057040251,f8d95247df0f4a5fb80ce2e6ae6b0217,,mlamba,,1,SMALL BASKET,,fresh,,40000,no,,,,,,,1,SMALL BASKET,,smoked,.,70000,no,,,.,,,
308207100056,462be412cdc7434fae547cf40bdcd14e,11,,"""Makelele """,50000,LARGE BASKET,,fresh,,6000,no,,,,,,,150000,LARGE BASKET,,fresh,,2500,no,,,,,,
308207100056,462be412cdc7434fae547cf40bdcd14e,,other,"""Makelele """,50000,LARGE BASKET,,fresh,,6000,no,,,,,,,150000,LARGE BASKET,,fresh,.,2500,no,,,.,,,
309017110008,fb9cfecf8ec54a568bb360f6989b7441,3,,,0,,,,,,,,,,,,,0,,,,,,no,,,,,,
309017110008,fb9cfecf8ec54a568bb360f6989b7441,,mlamba,,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
309017130078,0efc68515967476cb7731b9a3aa6e407,,mlamba,,5,DOZEN / BUNDLE,,SUN-DRIED,,3500,no,,,,,,,5,DOZEN / BUNDLE,,SUN-DRIED,.,3000,no,,,.,,,
309027280038,16e326ad87924bd5941f15f3a800c567,,aggregated,,1,DOZEN / BUNDLE,,smoked,,5000,no,,,,,,,5,DOZEN / BUNDLE,,smoked,,7500,no,,,.,,,
309037320027,e4976bb96e2b4efea6da21ce803ee95f,,mlamba,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
309037320057,7fb8a91e208e44099f110cc25a37958f,,mlamba,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
309037320086,db38df48375440688e2b4a99ace3d3e3,,mlamba,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
309037320145,f4c360a70cf94e36992ea6b95dafeddf,,mlamba,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
309037320155,df5c912c36334f76954e43a1573b7495,,mlamba,,3,DOZEN / BUNDLE,,SUN-DRIED,,3000,no,,,,,,,0,,,,,,no,,,.,,,
309037330240,d886725771674e3a9d50f600189e4c51,,matemba,,1,OTHER (SPECIFY),chigoba,fresh,,3500,no,,,,,,,1,OTHER (SPECIFY),chigoba,fresh,.,200,no,,,.,,,
309037330358,ac29c40bd5d145e3abc001c40fb75f97,,usipa,,2500,DOZEN / BUNDLE,,fresh,,1250,no,,,,,,,2,DOZEN / BUNDLE,,fresh,.,3000,no,,,.,,,
310017360274,162acaab50714710968e18ba60d29705,,other,nothing,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
310037450096,7153c2c65b0d45e8acce91b1a2318529,,usipa,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
310037490103,a69cb4b685ad49d5aca705ae92733104,,utaka,,0,,,,,,,,,,,,,10000,SMALL BASKET,,SUN-DRIED,,15000,no,,,.,,,
310077550132,eae7ed540374429c86b201f812121926,,makakani,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
310077550352,172e48fd0bfb4a63918d58fad28215fd,,makakani,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
311047620222,59af2959373a49688125879137dc025b,,mlamba,,0,,,,,,,,,,,,,38,piece,,SUN-DRIED,.,300,yes,35,piece,.,SUN-DRIED,,300
311047620238,55528faf2f834dca86748ae2b0071c91,,matemba,,1,SMALL BASKET,,fresh,,3000,no,,,,,,,1200,OTHER (SPECIFY),"""NUMBER 10 PLATE """,fresh,.,1000,no,,,.,,,
311047630069,8cf75072c8eb4ae78ac071e755650742,,makakani,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
311047660204,4861d8dd61ff411b8ffb7659ec704227,,makakani,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
311047670007,fc0c6c2029ba4946904eeb0f511725eb,,other,mphuta,0,,,,,,,,,,,,,0,,,,.,,no,,,.,,,
311047670022,23854e9fb8674e979c09cc41550e9bbc,,makakani,,1,DOZEN / BUNDLE,,fresh,,1000,no,,,,,,,1,DOZEN / BUNDLE,,fresh,.,1000,no,,,.,,,
311047680199,742c8b9196d14efba5a985ee1efeb29e,,chambo,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
311047680229,2269acdf7ce34832985d1e67590ac420,,chambo,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
311057710150,a0c68262af9248adbd39f263f4a84599,,chambo,,0,,,,,,,,,,,,,25,DOZEN / BUNDLE,,fresh,.,200,no,,,,,,
311057710308,4658ff81394f4c798120107d9b2bfde2,,mlamba,,3,SMALL BASKET,,smoked,,3000,yes,3,SMALL BASKET,,smoked,,1000,3,SMALL BASKET,,smoked,.,12000,no,,,,,,
311057710308,4658ff81394f4c798120107d9b2bfde2,,makakani,,2,SMALL BASKET,,smoked,,2000,no,,,,,,,2,SMALL BASKET,,smoked,.,6000,no,,,,,,
311067720273,70dff86abc944d74bc3ae3486c9c2c64,,other,"""NONE """,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
311067740059,e1748feaa90e4f07b7e37d87d03cf617,,makakani,,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
311067750056,8452d6e2e58d4ef38043d23768dfeb15,,makakani,,2,DOZEN / BUNDLE,,fresh,,500,no,,,,,,,500,DOZEN / BUNDLE,,fresh,.,500,no,,,.,,,
312047990082,02355a1ee3a74b9bb452f5dcdff6b87a,,mlamba,,1,SMALL BASKET,,fresh,,1000,no,,,,,,,1,SMALL BASKET,,fresh,.,1000,no,,,.,,,
312047990082,02355a1ee3a74b9bb452f5dcdff6b87a,,chambo,,1,LARGE BASKET,,fresh,,500,no,,,,,,,1,LARGE BASKET,,fresh,.,500,no,,,.,,,
312048040183,5b85b6dcf076416e94caca4e2f8cfdb3,,other,None,0,,,,,,,,,,,,,0,,,,,,no,,,.,,,
313018070014,090c129e99c04721937dfd9c90edcba2,,usipa,,2,SMALL BASKET,,SUN-DRIED,,3000,no,,,,,,,2,SMALL BASKET,,SUN-DRIED,.,4000,no,,,.,,,
313018070014,090c129e99c04721937dfd9c90edcba2,,utaka,,1,SMALL BASKET,,SUN-DRIED,,3500,no,,,,,,,1,SMALL BASKET,,SUN-DRIED,.,4500,no,,,.,,,
313018070014,090c129e99c04721937dfd9c90edcba2,,ncheni,,10,SMALL BASKET,,smoked,,5000,no,,,,,,,1,SMALL BASKET,,smoked,.,7500,no,,,.,,,
313018070048,cc01320b172b411681e05f7252144c7d,,ncheni,,9,DOZEN / BUNDLE,,smoked,,1600,no,,,,,,,9,DOZEN / BUNDLE,,smoked,.,1850,no,,,.,,,
313018070048,cc01320b172b411681e05f7252144c7d,,usipa,,4,5 KG BAG,,SUN-DRIED,,7500,no,,,,,,,4,5 KG BAG,,SUN-DRIED,.,8500,no,,,.,,,
313018070048,cc01320b172b411681e05f7252144c7d,,utaka,,4,5 KG BAG,,SUN-DRIED,,7000,no,,,,,,,4,5 KG BAG,,SUN-DRIED,.,7500,no,,,.,,,
313018070067,c24c51d7535247bf88d327efaa31a3e5,,ncheni,,3,SMALL BASKET,,smoked,,4000,no,,,,,,,2,SMALL BASKET,,smoked,.,5500,no,,,.,,,
313038230214,fca3fb36419040eaa13c5bdc2a8b40dd,6,,,3,DOZEN / BUNDLE,,fresh,,6000,no,,,,,,,3,DOZEN / BUNDLE,,fresh,,10500,no,,,,,,
313038230214,fca3fb36419040eaa13c5bdc2a8b40dd,8,,,5,DOZEN / BUNDLE,,fresh,,750,no,,,,,,,5,DOZEN / BUNDLE,,fresh,,1500,no,,,,,,
313038230214,fca3fb36419040eaa13c5bdc2a8b40dd,,chambo,,3,DOZEN / BUNDLE,,fresh,,6000,no,,,,,,,3,DOZEN / BUNDLE,,fresh,.,10500,no,,,.,,,
313038230214,fca3fb36419040eaa13c5bdc2a8b40dd,,ncheni,,5,DOZEN / BUNDLE,,fresh,,750,no,,,,,,,5,DOZEN / BUNDLE,,fresh,.,1500,no,,,.,,,
313068290048,3cfcd91201b54ab883b4b490d6762d10,,utaka,,1,SMALL BASKET,,SUN-DRIED,,3500,no,,,,,,,1,SMALL BASKET,,SUN-DRIED,.,4500,no,,,,,,
313068290048,3cfcd91201b54ab883b4b490d6762d10,,usipa,,4,SMALL BASKET,,SUN-DRIED,,3500,no,,,,,,,4,SMALL BASKET,,SUN-DRIED,.,4500,no,,,,,,
314318320128,2aba7338613b4eebb963a0cee9c9ab43,,utaka,,2,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,6000,no,,,,,,,2,OTHER (SPECIFY),CHIGOBA,OTHER (SPECIFY),"""CHIGOBA """,8000,no,,,.,,,
314318320128,2aba7338613b4eebb963a0cee9c9ab43,,other,MBABA,1,OTHER (SPECIFY),CHIGOBA,smoked,,6000,no,,,,,,,1,OTHER (SPECIFY),CHIGOBA,smoked,,7500,no,,,.,,,
314318320128,2aba7338613b4eebb963a0cee9c9ab43,,usipa,,2,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,7000,no,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,8000,no,,,.,,,
314358370415,dd156401fbe44f2db6c547347da9cc79,,other,"""Mbaba """,2,SMALL BASKET,,smoked,,3800,no,,,,,,,2,SMALL BASKET,,smoked,.,5000,no,,,.,,,
314358370415,dd156401fbe44f2db6c547347da9cc79,,utaka,,2,SMALL BASKET,,smoked,,4500,no,,,,,,,2,SMALL BASKET,,smoked,.,5500,no,,,.,,,
