case_id,hhid,fs_e01,fs_e02,fs_e02_oth,fs_e03,fs_e04a,fs_e04b,fs_e04c,fs_e04d,fs_e04e,fs_e04f,fs_e04g,fs_e04h,fs_e04i,fs_e04j,fs_e04k,fs_e05a,fs_e05b,fs_e06a,fs_e06b,fs_e06c,fs_e06d,fs_e06e,fs_e06f,fs_e06g,fs_e06h,fs_e06i,fs_e06j,fs_e07a,fs_e07b,fs_e08a,fs_e08b,fs_e08c,fs_e08d,fs_e08e,fs_e08f,fs_e08g,fs_e08h,fs_e08i,fs_e08j,fs_e08k,fs_e08l,fs_e09,fs_e10,fs_e11a,fs_e11b,fs_e11c,fs_e11d,fs_e11e,fs_e11f,fs_e11g,fs_e11h,fs_e11i,fs_e11j,fs_e12,fs_e13a,fs_e13b,Fish_SpeciesID
205093710189,d5af1a731bea4a6cbaf9626d48a5536b,yes,mlamba,,8,35,piece,,fresh,,no,,,,,,280,,280,piece,,fresh,,280,piece,,fresh,,"YES, THE FIGURES MATCHED",,17500,piece,,fresh,,500,126,piece,,fresh,,600,36,yes,8,piece,,fresh,,0,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
205093710189,d5af1a731bea4a6cbaf9626d48a5536b,yes,matemba,,8,5,OTHER (SPECIFY),5 litres pail,fresh,,yes,5,OTHER (SPECIFY),"""5 litres pail """,fresh,,40,0,5,OTHER (SPECIFY),5 litres pail,fresh,,5,OTHER (SPECIFY),5 litres pail,fresh,,"YES, THE FIGURES MATCHED",,5,OTHER (SPECIFY),5 litres pail,fresh,,2500,2,OTHER (SPECIFY),"""5 litres pail """,fresh,,2800,8,yes,1,5 KG BAG,,fresh,,0,piece,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
205213740051,efead557527c4756938f9c6280e9d4f1,yes,mlamba,,16,90,piece,,fresh,,no,,,,,,1440,,1440,piece,,fresh,,1440,piece,,fresh,,"YES, THE FIGURES MATCHED",,85,piece,,fresh,,42500,60,piece,,fresh,,48000,16,no,20,piece,,fresh,,20,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
205213740258,1be356194ac443a58ce70510ed78b02d,yes,other,MAINGA,3,5,OTHER (SPECIFY),"""HEAP """,fresh,,no,,,,,,15,,0,OTHER (SPECIFY),"""HEAP """,fresh,,1,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,0,OTHER (SPECIFY),"""NO SALES JUST FOR FOOD """,fresh,,0,1,OTHER (SPECIFY),"""CHIGOBA """,fresh,,0,0,no,1,OTHER (SPECIFY),"""CHIGOBA """,fresh,,1,SMALL BASKET,,OTHER (SPECIFY),"""CHIGOBA """,ALMOST ALL,"YES, THE FIGURES MATCHED",,
208074530303,8b3253a5c03d41eb9aafd4a82925bb87,yes,makakani,,4,100,piece,,fresh,,no,,,,,,400,,0,piece,,fresh,,0,piece,,fresh,,"YES, THE FIGURES MATCHED",,3000,piece,,fresh,,0,0,piece,,fresh,,0,4,no,4,piece,,fresh,,20,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
208074560039,81a57628687f42b982a6f9bc5c4c67dd,yes,makumba,.,4,2,LARGE BASKET,,fresh,,no,,,,,,0,,0,OTHER (SPECIFY),0,OTHER (SPECIFY),0,0,OTHER (SPECIFY),0,OTHER (SPECIFY),0,"YES, THE FIGURES MATCHED",,2,LARGE BASKET,,fresh,,20000,2,LARGE BASKET,,fresh,,20000,0,no,1,SMALL BASKET,,fresh,,0,OTHER (SPECIFY),,OTHER (SPECIFY),0,ALMOST NONE,"YES, THE FIGURES MATCHED",,
208074560039,81a57628687f42b982a6f9bc5c4c67dd,yes,makakani,.,4,5000,DOZEN / BUNDLE,,smoked,,no,,,,,,1,,2,LARGE BASKET,,smoked,,2,LARGE BASKET,,smoked,,"YES, THE FIGURES MATCHED",,2,LARGE BASKET,,smoked,,20000,0,LARGE BASKET,,smoked,,20000,4,no,1,SMALL BASKET,,smoked,,1,LARGE BASKET,,smoked,,1/2,"YES, THE FIGURES MATCHED",,
208074560039,81a57628687f42b982a6f9bc5c4c67dd,yes,usipa,.,4,3,LARGE BASKET,,fresh,,no,,,,,,1,,5,LARGE BASKET,,fresh,,5,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,20,LARGE BASKET,,fresh,,200000,0,OTHER (SPECIFY),0,fresh,,250000,4,no,1,DOZEN / BUNDLE,,fresh,,1,DOZEN / BUNDLE,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
301025240314,3aff34efc5254364b6bceeeb1932b2c4,yes,utaka,,6,6,SMALL BASKET,,fresh,,no,,,,,,36,,36,SMALL BASKET,,fresh,,36,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,36,SMALL BASKET,,fresh,,2500,0,SMALL BASKET,,fresh,,2500,36,yes,0,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
301025240314,3aff34efc5254364b6bceeeb1932b2c4,yes,usipa,,6,2,SMALL BASKET,,fresh,,no,,,,,,12,,12,SMALL BASKET,,fresh,,12,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,2,SMALL BASKET,,fresh,,4000,0,SMALL BASKET,,fresh,,0,6,yes,0,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
301085380160,776f944f5bef40be9a86bd44244485cf,yes,usipa,,3,30,DOZEN / BUNDLE,,smoked,,no,,,,,,90,,50,DOZEN / BUNDLE,,SUN-DRIED,,50,DOZEN / BUNDLE,,smoked,,"YES, THE FIGURES MATCHED",,25,DOZEN / BUNDLE,,smoked,,350,10,DOZEN / BUNDLE,,smoked,,300,1,yes,3,DOZEN / BUNDLE,,smoked,,5,DOZEN / BUNDLE,,smoked,,1/4,"YES, THE FIGURES MATCHED",,
301215420031,b4237fc6be1e4fd9b358e91f617a06cd,yes,mlamba,,2,30,piece,,fresh,,yes,30,piece,,fresh,,60,60,60,piece,,fresh,,60,piece,,fresh,,"YES, THE FIGURES MATCHED",,30,piece,,fresh,,30,40,piece,,fresh,,10,1,yes,0,piece,,fresh,,0,piece,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
301215420031,b4237fc6be1e4fd9b358e91f617a06cd,yes,utaka,,1,5,SMALL BASKET,,fresh,,no,,,,,,5,,5,SMALL BASKET,,fresh,,5,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,5,SMALL BASKET,,fresh,,3000,2,SMALL BASKET,,fresh,,3500,1,no,1,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
301215420102,8fe404afd210435ebf7f864bb9439bd9,yes,aggregated,,3,1,LARGE BASKET,,fresh,,no,,,,,,3,,3,LARGE BASKET,,fresh,,3,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,3,LARGE BASKET,,fresh,,45000,10,SMALL BASKET,,fresh,,20000,1,yes,1,5 KG BAG,,fresh,,1,5 KG BAG,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
301215420280,f1b6f0ef573a4c7ebacbb5c7d5b77b82,yes,usipa,,8,1,25 KG BAG,,fresh,,no,,,,,,4,,100,25 KG BAG,,fresh,,4,25 KG BAG,,fresh,,"YES, THE FIGURES MATCHED",,1,25 KG BAG,,fresh,,3000,1,LARGE BASKET,,fresh,,5000,3,yes,2,kilogram,,fresh,,2,kilogram,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
301215420387,46a12026a67544e99cd141708ce0698c,yes,usipa,,6,50,SMALL BASKET,,fresh,,no,,,,,,650000,,0,DOZEN / BUNDLE,,fresh,,0,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,50,SMALL BASKET,,fresh,,3500,0,DOZEN / BUNDLE,,fresh,,3500,6,yes,4,SMALL BASKET,,fresh,,0,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
301215420565,f0c89d23cb8f422c96d9fff1e9a2982c,yes,usipa,,8,20,LARGE BASKET,,fresh,,no,,,,,,2,,20,LARGE BASKET,,fresh,,20,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,18,LARGE BASKET,,fresh,,25000,5,LARGE BASKET,,fresh,,35000,8,no,20,LARGE BASKET,,fresh,,20,LARGE BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
302035530051,48de4c2b59e84c6993d7b64c853bbfec,yes,mlamba,,4,2,SMALL BASKET,,fresh,,no,,,,,,8,,8,SMALL BASKET,,fresh,,8,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,2,SMALL BASKET,,fresh,,20000,,,,,,,,yes,10,DOZEN / BUNDLE,,fresh,,3,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
302035530051,48de4c2b59e84c6993d7b64c853bbfec,yes,chambo,,3,3,SMALL BASKET,,fresh,,no,,,,,,9,,12,SMALL BASKET,,fresh,,,,,,,"YES, THE FIGURES MATCHED",,4,SMALL BASKET,,fresh,,15000,0,,,,,,,no,12,DOZEN / BUNDLE,,fresh,,4,DOZEN / BUNDLE,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
302035540030,2ed0c205f1dd42ba938c9bc18c8b4451,yes,chambo,.,4,2,OTHER (SPECIFY),"""50KG """,smoked,,no,,,,,,8,,8,OTHER (SPECIFY),"""50kg """,smoked,,8,OTHER (SPECIFY),"""50kg """,smoked,,"YES, THE FIGURES MATCHED",,1,LARGE BASKET,,fresh,,4500,4,OTHER (SPECIFY),"""50kg bags """,fresh,,20000,4,no,4,DOZEN / BUNDLE,,fresh,,4,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
302035540045,be0e640433434181b3ab6564a2d60338,yes,chambo,.,8,4,5 KG BAG,,fresh,,no,,,,,,40,,40,5 KG BAG,,fresh,,0,OTHER (SPECIFY),none,fresh,,"YES, THE FIGURES MATCHED",,3,5 KG BAG,,fresh,,1000,0,OTHER (SPECIFY),none,OTHER (SPECIFY),none,1000,8,yes,1,5 KG BAG,,fresh,,1,5 KG BAG,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
302035540060,4bf25f3de9f34ebf91fc9fc3775d4d95,yes,matemba,.,8,12,SMALL BASKET,,SUN-DRIED,,no,,,,,,96,,768,SMALL BASKET,,SUN-DRIED,,768,SMALL BASKET,,SUN-DRIED,,"YES, THE FIGURES MATCHED",,96,SMALL BASKET,,SUN-DRIED,,2000,0,SMALL BASKET,,SUN-DRIED,,2000,8,no,1,SMALL BASKET,,SUN-DRIED,,1,SMALL BASKET,,SUN-DRIED,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
302035540075,00c095c9651d4a71a0c58ce0d2c96b40,yes,mlamba,.,2,1,5 KG BAG,,fresh,,no,,,,,,10,,2,5 KG BAG,,fresh,,2,5 KG BAG,,fresh,,"YES, THE FIGURES MATCHED",,1,5 KG BAG,,fresh,,5000,1,SMALL BASKET,,fresh,,2500,2,no,1,SMALL BASKET,,smoked,,1,SMALL BASKET,,smoked,,1/4,"YES, THE FIGURES MATCHED",,
302035540075,00c095c9651d4a71a0c58ce0d2c96b40,yes,chambo,.,2,2,SMALL BASKET,,fresh,,no,,,,,,4,,4,SMALL BASKET,,fresh,,4,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,2,SMALL BASKET,,fresh,,1500,1,DOZEN / BUNDLE,,fresh,,300,2,no,1,SMALL BASKET,,SUN-DRIED,,1,SMALL BASKET,,SUN-DRIED,,1/2,"YES, THE FIGURES MATCHED",,
302035540075,00c095c9651d4a71a0c58ce0d2c96b40,yes,matemba,.,2,1,10 KG BAG,,SUN-DRIED,,no,,,,,,20,,2,10 KG BAG,,SUN-DRIED,,2,10 KG BAG,,SUN-DRIED,,"YES, THE FIGURES MATCHED",,1,10 KG BAG,,SUN-DRIED,,3000,2,SMALL BASKET,,SUN-DRIED,,1500,2,no,1,10 KG BAG,,SUN-DRIED,,1,SMALL BASKET,,SUN-DRIED,,1/4,"YES, THE FIGURES MATCHED",,
302035540090,82db37c27f1a4d3dad081d4698f75d05,yes,chambo,.,3,4,5 KG BAG,,fresh,,no,,,,,,12,,12,5 KG BAG,,fresh,,12,5 KG BAG,,fresh,,"YES, THE FIGURES MATCHED",,4,5 KG BAG,,fresh,,1500,0,piece,,fresh,,0,3,no,1,5 KG BAG,,fresh,,1,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
302035540256,4956d949fe6d49f69d9ba20a8d4b86a1,yes,chambo,.,5,10,5 KG BAG,,fresh,,no,,,,,,50,,50,5 KG BAG,,fresh,,50,5 KG BAG,,fresh,,"YES, THE FIGURES MATCHED",,9,5 KG BAG,,fresh,,2000,0,5 KG BAG,,fresh,,0,5,no,1,5 KG BAG,,fresh,,1,5 KG BAG,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
302055560066,98393db9f92b48ddb2967d1a876860d7,yes,chambo,,2,6,DOZEN / BUNDLE,,fresh,,no,,,,,,156,,156,piece,,fresh,,156,piece,,fresh,,"YES, THE FIGURES MATCHED",,7,DOZEN / BUNDLE,,fresh,,200,0,piece,,fresh,,0,2,no,1,OTHER (SPECIFY),"""Bucket """,smoked,,1,OTHER (SPECIFY),,fresh,,1/4,"YES, THE FIGURES MATCHED",,
302055560066,98393db9f92b48ddb2967d1a876860d7,yes,mlamba,,3,150,DOZEN / BUNDLE,,fresh,,no,,,,,,450,,450,DOZEN / BUNDLE,,fresh,,450,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,600,piece,,fresh,,150,0,piece,,fresh,,0,3,no,35,piece,,smoked,,35,piece,,smoked,,1/4,"YES, THE FIGURES MATCHED",,
302055560066,98393db9f92b48ddb2967d1a876860d7,yes,matemba,,1,1,OTHER (SPECIFY),"""Bucket """,fresh,,no,,,,,,1,,7,OTHER (SPECIFY),"""Buckets """,fresh,,7,OTHER (SPECIFY),"""Buckets """,fresh,,"YES, THE FIGURES MATCHED",,7,OTHER (SPECIFY),"""Buckets """,fresh,,1200,0,piece,,fresh,,0,1,yes,1,LARGE BASKET,,SUN-DRIED,,1,LARGE BASKET,,SUN-DRIED,,1/2,"YES, THE FIGURES MATCHED",,
302055560470,815ab5adbfb44b2e8fa7993ddccc7d64,yes,mlamba,,5,10,piece,,fresh,,no,,,,,,0,,150,piece,,fresh,,150,piece,,fresh,,"YES, THE FIGURES MATCHED",,0,piece,,fresh,,0,0,piece,,fresh,,0,0,no,150,piece,,fresh,,150,piece,,fresh,,ALMOST ALL,"YES, THE FIGURES MATCHED",,
302075600255,0a4f52e5fc644f849d1a6fbec7e4881d,yes,matemba,,13,50,SMALL BASKET,,fresh,,no,,,,,,650,,300,SMALL BASKET,,fresh,,650,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,645,SMALL BASKET,,fresh,,5000,300,SMALL BASKET,,fresh,,26000,13,no,5,SMALL BASKET,,fresh,,5,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
302075600255,0a4f52e5fc644f849d1a6fbec7e4881d,yes,chambo,,13,70,DOZEN / BUNDLE,,fresh,,no,,,,,,910,,910,DOZEN / BUNDLE,,fresh,,910,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,900,DOZEN / BUNDLE,,fresh,,1000,430,DOZEN / BUNDLE,,fresh,,1200,9,yes,5,DOZEN / BUNDLE,,fresh,,5,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
302085620073,8987c86a34d44006b4ddb42e2e4cf735,yes,chambo,,5,1,OTHER (SPECIFY),"""50kg bag """,fresh,,no,,,,,,5,,5,OTHER (SPECIFY),"""50kg bag """,fresh,,5,OTHER (SPECIFY),"""50kg bag """,fresh,,"YES, THE FIGURES MATCHED",,1,OTHER (SPECIFY),"""50kg bag """,fresh,,16000,0,OTHER (SPECIFY),"""none """,OTHER (SPECIFY),"""none """,0,5,no,1,DOZEN / BUNDLE,,smoked,,1,DOZEN / BUNDLE,,smoked,,1/4,"YES, THE FIGURES MATCHED",,
302085620073,8987c86a34d44006b4ddb42e2e4cf735,yes,mlamba,,5,2,OTHER (SPECIFY),"""50kg bags """,fresh,,no,,,,,,10,,10,OTHER (SPECIFY),"""50kg bag """,fresh,,10,OTHER (SPECIFY),"""50kg bag """,fresh,,"YES, THE FIGURES MATCHED",,2,OTHER (SPECIFY),"""50kg bag """,fresh,,9000,0,OTHER (SPECIFY),"""none """,OTHER (SPECIFY),"""none """,0,0,yes,2,DOZEN / BUNDLE,,smoked,,2,DOZEN / BUNDLE,,smoked,,1/4,"YES, THE FIGURES MATCHED",,
302225660115,1761f7fb3e9543ffaefd592cb0889f0b,yes,chambo,.,16,20,DOZEN / BUNDLE,,fresh,,no,,,,,,320,,320,DOZEN / BUNDLE,,fresh,,320,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,320,DOZEN / BUNDLE,,fresh,,2000,320,DOZEN / BUNDLE,,fresh,,16,16,yes,16,DOZEN / BUNDLE,,fresh,,1,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
302225660115,1761f7fb3e9543ffaefd592cb0889f0b,yes,,,16,20,DOZEN / BUNDLE,,fresh,,no,,,,,,320,,320,DOZEN / BUNDLE,,fresh,,320,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,320,DOZEN / BUNDLE,,fresh,,2000,320,DOZEN / BUNDLE,,fresh,,16,16,yes,16,DOZEN / BUNDLE,,fresh,,1,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,6
303025730018,cceb5c77d3e84c32986566ca1771284d,yes,mlamba,,4,10,SMALL BASKET,,fresh,,no,,,,,,40,,40,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,50,SMALL BASKET,,fresh,,25000,1,SMALL BASKET,,fresh,,25000,4,yes,5,SMALL BASKET,,fresh,,5,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
303025730018,cceb5c77d3e84c32986566ca1771284d,yes,makakani,,10,50,LARGE BASKET,,SUN-DRIED,,no,,,,,,150,,0,LARGE BASKET,,SUN-DRIED,,150,LARGE BASKET,,SUN-DRIED,,"YES, THE FIGURES MATCHED",,40,LARGE BASKET,,SUN-DRIED,,14000,20,LARGE BASKET,,SUN-DRIED,,5500,0,no,20,LARGE BASKET,,SUN-DRIED,,150,LARGE BASKET,,SUN-DRIED,,1/4,"YES, THE FIGURES MATCHED",,
303025730018,cceb5c77d3e84c32986566ca1771284d,yes,matemba,,6,20,LARGE BASKET,,fresh,,no,,,,,,240,,240,LARGE BASKET,,fresh,,20,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,40,LARGE BASKET,,fresh,,5000,20,LARGE BASKET,,fresh,,6000,5,yes,40,LARGE BASKET,,fresh,,2,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
303025730018,cceb5c77d3e84c32986566ca1771284d,yes,chambo,,4,10,SMALL BASKET,,fresh,,no,,,,,,40,,40,SMALL BASKET,,fresh,,40,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,30,SMALL BASKET,,fresh,,75000,10,SMALL BASKET,,fresh,,20000,38,no,2,SMALL BASKET,,fresh,,3,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
303025730130,ea35b6b913e24b4693837847c8b344c5,yes,mlamba,,4,1,SMALL BASKET,,fresh,,no,,,,,,4,,10,SMALL BASKET,,fresh,,,,,,,"NO, THE ENTRIES WERE ADJUSTED",The catch increased a bit,1,SMALL BASKET,,fresh,,10000,3,SMALL BASKET,,fresh,,8000,1,no,1,DOZEN / BUNDLE,,fresh,,,,,,,ALMOST NONE,,,
303025730130,ea35b6b913e24b4693837847c8b344c5,yes,chambo,,1,1,DOZEN / BUNDLE,,fresh,,no,,,,,,1,,0,,,,,1,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,1,DOZEN / BUNDLE,,fresh,,500,,,,,,,1,yes,0,OTHER (SPECIFY),none,fresh,,0,OTHER (SPECIFY),,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
303025730226,b6be6a7b4cfd4d7b95bf635c402234fc,yes,mlamba,,14,4,DOZEN / BUNDLE,,fresh,,no,,,,,,56,,56,DOZEN / BUNDLE,,fresh,,,,,,,"YES, THE FIGURES MATCHED",,3,DOZEN / BUNDLE,,fresh,,5000,42,DOZEN / BUNDLE,,fresh,,5000,14,no,4,piece,,fresh,,,,,,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
303025730318,31fda59924d7462799196c02098345af,yes,mlamba,,3,4,LARGE BASKET,,fresh,,no,,,,,,12,,60,LARGE BASKET,,fresh,,0,OTHER (SPECIFY),No any other  processes,OTHER (SPECIFY),"""No any other processes ""","YES, THE FIGURES MATCHED",,4,LARGE BASKET,,fresh,,32000,2,LARGE BASKET,,fresh,,16000,3,no,32,piece,,fresh,,0,OTHER (SPECIFY),,OTHER (SPECIFY),No any other processed Fish was kept for food,1/4,"YES, THE FIGURES MATCHED",,
303025730318,31fda59924d7462799196c02098345af,yes,chambo,,2,2,LARGE BASKET,,fresh,,no,,,,,,2,,20,LARGE BASKET,,fresh,,2,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,2,LARGE BASKET,,fresh,,10000,1,LARGE BASKET,,fresh,,5000,100000,yes,6,piece,,fresh,,6,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
303025730354,c88d0feb34de41e7b29b020fac7d45c2,yes,mlamba,,3,5,LARGE BASKET,,fresh,,yes,1,LARGE BASKET,,SUN-DRIED,,15,1,75,LARGE BASKET,,fresh,,15,LARGE BASKET,,SUN-DRIED,,"YES, THE FIGURES MATCHED",,5,LARGE BASKET,,fresh,,6000,2,LARGE BASKET,,fresh,,6500,3,yes,2,LARGE BASKET,,fresh,,5,piece,,SUN-DRIED,,1/4,"YES, THE FIGURES MATCHED",,
307016630198,88752c4bfd9f4b93afeb4b9862a23fb3,yes,utaka,.,12,20,kilogram,,fresh,,no,,,,,,240,,240,kilogram,,fresh,,240,kilogram,,fresh,,"YES, THE FIGURES MATCHED",,15,kilogram,,fresh,,12000,10,kilogram,,fresh,,4000,12,no,5,kilogram,,fresh,,5,kilogram,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
307016630198,88752c4bfd9f4b93afeb4b9862a23fb3,yes,,,12,20,kilogram,,fresh,,no,,,,,,240,,240,kilogram,,fresh,,240,kilogram,,fresh,,"YES, THE FIGURES MATCHED",,15,kilogram,,fresh,,12000,10,kilogram,,fresh,,4000,12,no,5,kilogram,,fresh,,5,kilogram,,fresh,,1/4,"YES, THE FIGURES MATCHED",,10
307056690018,1d49f698513944f38d3dcde0818f5049,yes,makakani,,3,2,DOZEN / BUNDLE,,fresh,,no,,,,,,0,,2,DOZEN / BUNDLE,,fresh,,2,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,2,DOZEN / BUNDLE,,fresh,,3000,1,DOZEN / BUNDLE,,fresh,,1500,3,yes,5,piece,,fresh,,5,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
307056690018,1d49f698513944f38d3dcde0818f5049,yes,other,"""MATUMBI """,3,1,SMALL BASKET,,fresh,,no,,,,,,1,,1,SMALL BASKET,,fresh,,0,kilogram,,fresh,,"YES, THE FIGURES MATCHED",,5,kilogram,,fresh,,8000,0,kilogram,,fresh,,3,3,yes,10,piece,,fresh,,0,kilogram,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
309017110008,fb9cfecf8ec54a568bb360f6989b7441,yes,chambo,.,12,1,SMALL BASKET,,fresh,,no,,,,,,12,,12,SMALL BASKET,,fresh,,12,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,1,SMALL BASKET,,fresh,,18000,12,SMALL BASKET,,fresh,,18000,12,yes,0,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
309017110008,fb9cfecf8ec54a568bb360f6989b7441,yes,,,12,1,SMALL BASKET,,fresh,,no,,,,,,12,,12,SMALL BASKET,,fresh,,12,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,1,SMALL BASKET,,fresh,,18000,12,SMALL BASKET,,fresh,,18000,12,yes,0,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,6
309017110008,fb9cfecf8ec54a568bb360f6989b7441,yes,,,12,1,SMALL BASKET,,fresh,,no,,,,,,12,,12,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,12,SMALL BASKET,,fresh,,12000,0,SMALL BASKET,,fresh,,15000,12,no,0,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,3
309017110008,fb9cfecf8ec54a568bb360f6989b7441,yes,mlamba,.,12,1,SMALL BASKET,,fresh,,no,,,,,,12,,12,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,12,SMALL BASKET,,fresh,,12000,0,SMALL BASKET,,fresh,,15000,12,no,0,SMALL BASKET,,fresh,,0,SMALL BASKET,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
309017250111,31ff781d12ad47ef913859d5728335c5,yes,mlamba,,3,15,piece,,fresh,,no,,,,,,45,,45,piece,,fresh,,45,piece,,fresh,,"YES, THE FIGURES MATCHED",,0,piece,,fresh,,0,5,piece,,fresh,,0,0,yes,45,piece,,fresh,,15,piece,,fresh,,ALMOST ALL,"YES, THE FIGURES MATCHED",,
309037320027,e4976bb96e2b4efea6da21ce803ee95f,yes,mlamba,,4,2,LARGE BASKET,,smoked,,no,,,,,,8,,2,LARGE BASKET,,smoked,,0,LARGE BASKET,,smoked,,"NO, THE ENTRIES WERE ADJUSTED",Fishing as ganyu,0,LARGE BASKET,,smoked,,0,0,LARGE BASKET,,smoked,,0,0,no,0,LARGE BASKET,,smoked,,0,LARGE BASKET,,smoked,,1/4,"NO, THE ENTRIES WERE ADJUSTED",Fishing as ganyu,
309037320057,7fb8a91e208e44099f110cc25a37958f,yes,mlamba,,4,3,LARGE BASKET,,smoked,,no,,,,,,12,,12,LARGE BASKET,,smoked,,12,LARGE BASKET,,smoked,,"NO, THE ENTRIES WERE ADJUSTED",HE JUST WORK FOR GANYU,0,LARGE BASKET,,smoked,,0,0,LARGE BASKET,,smoked,,0,0,no,0,LARGE BASKET,,smoked,,0,LARGE BASKET,,smoked,,1/4,"NO, THE ENTRIES WERE ADJUSTED",FISHING  AS GANYU,
309037320086,db38df48375440688e2b4a99ace3d3e3,yes,mlamba,,12,16,LARGE BASKET,,smoked,,no,,,,,,192,,192,LARGE BASKET,,smoked,,192,LARGE BASKET,,smoked,,"YES, THE FIGURES MATCHED",,192,LARGE BASKET,,smoked,,288000,0,LARGE BASKET,,smoked,,0,16,yes,3,SMALL BASKET,,smoked,,3,SMALL BASKET,,smoked,,1/4,"YES, THE FIGURES MATCHED",,
