case_id,hhid,crop_code,ag_n01a,ag_n01b,ag_n01b_oth,ag_n02,ag_n03,ag_n04,ag_n06a,ag_n06b,ag_n07a,ag_n07b,ag_n07b_oth,ag_n08,ag_n08_oth,ag_n09,ag_n10,ag_n11,ag_n12,ag_n13,ag_n14a,ag_n14b,ag_n37,ag_n38a,ag_n38b,ag_n38b_oth,ag_n39a,ag_n39b,ag_n40,ag_n41,ag_n42a,ag_n42b,ag_n42b_oth,ag_n43,ag_n43_oth
310067540215,33199f21d99c43a7a4d60befc9e6080b,nkhwani,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,500,gram,,1,,0,no,,,,Advice from fellow farmer,
310067540215,33199f21d99c43a7a4d60befc9e6080b,THERERE/OKRA,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,500,gram,,1,,0,no,,,,Advice from fellow farmer,
310067540254,faa9d7f205634a4da69871f0ee645536,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
310067540254,faa9d7f205634a4da69871f0ee645536,nkhwani,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,kilogram,,4,,0,no,,,,Improved variety is too expensive,
310067540293,f884df9cacf74ac88c049496b4884467,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,1,,0,no,,,,Preference for traditional variety,
310067540293,f884df9cacf74ac88c049496b4884467,OTHER (SPECIFY),1,other,NO. 10 PLATE,"YES, THE FIGURES MATCHED",no,yes,2,,1,OTHER (SPECIFY),N0. 10 PLATE,Own Bicycle or Oxcart,,0,120,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310067540351,39a6957d740940f188e8c4b71a7c86e1,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety,
310067540351,39a6957d740940f188e8c4b71a7c86e1,nkhwani,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,500,ram,,Preference for traditional variety,
310067540351,39a6957d740940f188e8c4b71a7c86e1,OTHER (SPECIFY),1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,kilogram,,Own Bicycle or Oxcart,,0,400,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077550021,0767760c2e904c2089cd3e3c5b08a99a,maize,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,15,kilogram,,On Foot,,0,3600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077550021,0767760c2e904c2089cd3e3c5b08a99a,peas,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077550049,8fda5e1675df4191b3d0826cec0673c7,maize,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,2,,0,yes,2,kilogram,,Improved variety is too expensive,
310077550076,f3e7f349a6b84001b4183c8a0624147a,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,On Foot,,0,1800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077550076,f3e7f349a6b84001b4183c8a0624147a,peas,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,kilogram,,On Foot,,0,600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077550159,ff95ca575d4b441394d78508dd2c1a15,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,Own Bicycle or Oxcart,,0,1200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077550159,ff95ca575d4b441394d78508dd2c1a15,nkhwani,250,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,250,gram,,Own Bicycle or Oxcart,,0,200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077550187,d590933a5bf04c82add4744c6b3e0b1c,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,5,kilogram,,Own Bicycle or Oxcart,,0,3500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
310077550214,036860fc96f843e4a42922cdc3d046cd,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,On Foot,,0,3200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
310077550214,036860fc96f843e4a42922cdc3d046cd,beans,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,4,kilogram,,On Foot,,0,3600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
310077550214,036860fc96f843e4a42922cdc3d046cd,nkhwani,250,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,250,ram,,Preference for traditional variety,
310077550214,036860fc96f843e4a42922cdc3d046cd,peas,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,4,kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077550242,cb70ba5f5ab94d6a8a5cd85fed755216,maize,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,7,kilogram,,Preference for traditional variety,
310077550242,cb70ba5f5ab94d6a8a5cd85fed755216,RICE FAYA,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077550297,a599297b8fb849ffa1f3a3d6a8480150,MAIZE HYBRID RECYCLED,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,Own Bicycle or Oxcart,,0,15000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
310077550352,172e48fd0bfb4a63918d58fad28215fd,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077550352,172e48fd0bfb4a63918d58fad28215fd,OTHER (SPECIFY),3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Preference for traditional variety,
310077550380,b484bf6ef78d4f6faeb3de2ad6eb4648,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Preference for traditional variety,
310077550380,b484bf6ef78d4f6faeb3de2ad6eb4648,nkhwani,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety,
310077550380,b484bf6ef78d4f6faeb3de2ad6eb4648,THERERE/OKRA,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Preference for traditional variety,
310077550407,8effdfdf2f304f3d9cc1c84d3a6b5379,MAIZE HYBRID,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,On Foot,,0,10000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077550407,8effdfdf2f304f3d9cc1c84d3a6b5379,beans,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety,
310077550407,8effdfdf2f304f3d9cc1c84d3a6b5379,nkhwani,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety,
310077560062,1279c3e2c90b4c6cace6334c150098f3,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,5,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077560092,6faef436b7d2425b98ed2bae61cbe32e,maize,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,Other (Specify),BOAT,300,2500,"Paid in full, with own-savings",,,,,yes,1,kilogram,,3,,0,no,,,,Other (Specify),VERY MARKETABLE
310077560092,6faef436b7d2425b98ed2bae61cbe32e,beans,30,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,30,kilogram,,On Foot,,0,13200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077560155,14a8daa5e2734fcf92a0bdc9295ff1fb,maize,15,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,15,kilogram,,Improved variety is too expensive,
310077560155,14a8daa5e2734fcf92a0bdc9295ff1fb,beans,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Preference for traditional variety,
310077560155,14a8daa5e2734fcf92a0bdc9295ff1fb,nkhwani,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077560155,14a8daa5e2734fcf92a0bdc9295ff1fb,THERERE/OKRA,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety,
310077560184,314094759e8149b5ac66bd67c96de80b,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,Own Bicycle or Oxcart,,0,2400,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077560184,314094759e8149b5ac66bd67c96de80b,rice,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,20,kilogram,,Own Bicycle or Oxcart,,0,8000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077560184,314094759e8149b5ac66bd67c96de80b,beans,100,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,100,kilogram,,Own Bicycle or Oxcart,,0,50000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077560249,cb5d9a86796540eeaa52c26b9c5a8f12,maize,7,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,7,kilogram,,On Foot,,0,1270,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077560280,0e1cc7bd6e07440282016123f2d218dd,maize,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,15,kilogram,,Bicycle Taxi,,600,3600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077560280,0e1cc7bd6e07440282016123f2d218dd,beans,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,10,kilogram,,Bicycle Taxi,,600,4500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077560310,12daaed373b1427cbdcf031780ccfa8e,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive,
310077560310,12daaed373b1427cbdcf031780ccfa8e,rice,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077560310,12daaed373b1427cbdcf031780ccfa8e,beans,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077560466,df445fe24316433588e562c443675ca3,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
310077560466,df445fe24316433588e562c443675ca3,beans,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
310077560527,b51c4f89b01f4fdba3c47393be7953e7,rice,75,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,75,kilogram,,On Foot,,0,18000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
310077560558,53f67518399941eca72972f37abcb185,rice,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,20,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
310077560558,53f67518399941eca72972f37abcb185,beans,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,5,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
310077560650,acca4449736a488bb9ef1b6561a29e46,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
310077560650,acca4449736a488bb9ef1b6561a29e46,rice,20,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,20,kilogram,,Improved variety is too expensive,
310077560650,acca4449736a488bb9ef1b6561a29e46,OTHER (SPECIFY),4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,9,,4,kilogram,,Own Bicycle or Oxcart,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077570021,d583d05e542640db8618168736162c60,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077570044,7e201e00fa59422c9c53181ea5c5d1e8,MAIZE HYBRID,20,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,20,kilogram,,2,,0,no,,,,Advice from fellow farmer,
310077570044,7e201e00fa59422c9c53181ea5c5d1e8,peas,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
310077570092,304e89515b6f4e73b85126ee0c156ad1,MAIZE HYBRID RECYCLED,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,kilogram,,2,,0,no,,,,Seed received through the voucher program,
310077570092,304e89515b6f4e73b85126ee0c156ad1,THERERE/OKRA,1,other,NO. 10 PLATE,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),NO. 10 PLATE,Preference for traditional variety,
310077570092,304e89515b6f4e73b85126ee0c156ad1,OTHER (SPECIFY),2,other,BOTTLE TOPS,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,OTHER (SPECIFY),BOTTLE TOPS,1,,0,no,,,,Preference for traditional variety,
310077570140,967eed5b15fc4b1490a272ce9c85b40e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310077570188,4361972f5a8c47eb957ffd62346c7472,MAIZE HYBRID,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,,,10,kilogram,,On Foot,,0,1800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077570188,4361972f5a8c47eb957ffd62346c7472,OTHER (SPECIFY),5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077570235,c871f373f24447b1b61f7bcceae8c610,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,10,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077570307,7431ee140612439fbffb97f28095a539,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,900,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310077570307,7431ee140612439fbffb97f28095a539,beans,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310077570379,9ce27c789087435ab76e3eb2012ef57b,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,Own Bicycle or Oxcart,,0,7500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
310077570379,9ce27c789087435ab76e3eb2012ef57b,beans,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,20,kilogram,,Own Bicycle or Oxcart,,0,12600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
310077570379,9ce27c789087435ab76e3eb2012ef57b,OTHER (SPECIFY),2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310207580043,c0215fdee46f4a8da2e9dd7322d2fbb5,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,1,,0,no,,,,Advice from fellow farmer,
310207580065,bd656531ca4147868225df863ce77f2d,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety,
310207580087,34991a02ba4643268ca8ad608bfed956,maize,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,kilogram,,2,,0,no,,,,Improved variety is too expensive,
310207580087,34991a02ba4643268ca8ad608bfed956,beans,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,kilogram,,2,,0,no,,,,Improved variety is too expensive,
310207580108,3c7d0d11204448c797056c69d8795dc9,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
310207580141,3260c508c65b4b49ac17268b61a551ba,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,5,kilogram,,5,,0,no,,,,Advice from input supplier,
310207580141,3260c508c65b4b49ac17268b61a551ba,beans,2,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,yes,5,kilogram,,5,,0,no,,,,Advice from fellow farmer,
310207580162,7176767c7f7440b098915c430c431529,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
310207580162,7176767c7f7440b098915c430c431529,tanaposi,2,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,gram,,2,,0,no,,,,Improved variety is too expensive,
310207580162,7176767c7f7440b098915c430c431529,nkhwani,3,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,ram,,Preference for traditional variety,
310207580183,9576eada32cb4419b96e0a27ada5d1ef,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
310207580183,9576eada32cb4419b96e0a27ada5d1ef,nkhwani,2,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,OTHER (SPECIFY),GRAMS,Preference for traditional variety,
310207580194,4cfea336eb244726a18523e4afcb3b41,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
310207580194,4cfea336eb244726a18523e4afcb3b41,nkhwani,50,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,50,gram,,On Foot,,0,100,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310207580194,4cfea336eb244726a18523e4afcb3b41,OTHER (SPECIFY),500,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,500,gram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
310207580204,f9d59e6f37a046c69ae19a2ac3a83c5f,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
311017590052,cef8d2fc0b414ca9971a1fe4f32e253f,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,On Foot,,0,3800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer,
311017590064,456aa1d33a284c8db9611f0a708711f7,maize,30,kilogram,,"NO, THE ENTRIES IN AG-MODULE M, AND QUESTION 1 OF AG-MODULE N WERE ADJUSTED",no,yes,2,,4,kilogram,,On Foot,,0,5000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
311017590064,456aa1d33a284c8db9611f0a708711f7,SWEET POTATO,30,kilogram,,"NO, THE ENTRIES IN AG-MODULE M, AND QUESTION 1 OF AG-MODULE N WERE ADJUSTED",no,yes,5,,30,kilogram,,On Foot,,0,9000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
311017590156,a2626da3b8c74a73972c0bec051ae1f2,FINGER MILLET(MAWERE),2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety,
311017590156,a2626da3b8c74a73972c0bec051ae1f2,sorghum,2,kilogram,,"NO, THE ENTRIES IN AG-MODULE M, AND QUESTION 1 OF AG-MODULE N WERE ADJUSTED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety,
311017600004,b8fb3091ffcd42c0a4b92233d344c3dd,SWEET POTATO,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,1,50 KG BAG,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
311017600115,af59738d296c4d36926478187477fd9e,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
311017600115,af59738d296c4d36926478187477fd9e,OTHER (SPECIFY),2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
311027610018,9a98c8c85d0a4d30921bf825785a1200,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
311027610018,9a98c8c85d0a4d30921bf825785a1200,SWEET POTATO,2,other,50 KG BAG,"YES, THE FIGURES MATCHED",no,yes,1,,2,50 KG BAG,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
311027610018,9a98c8c85d0a4d30921bf825785a1200,nkhwani,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety,
311027610055,728f9b93c45e423d84142101aa8140a0,SWEET POTATO,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,50,kilogram,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
311027610092,2b438f7167414a76a8a07a85d7193f3b,SWEET POTATO,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,50,kilogram,,Preference for traditional variety,
311027610110,a78aff35544a4063a2cc3b1f6afae932,maize,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,,yes,2,kilogram,,3,,0,no,,,,Advice from input supplier,
311027610110,a78aff35544a4063a2cc3b1f6afae932,SWEET POTATO,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,4,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
311027610110,a78aff35544a4063a2cc3b1f6afae932,beans,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,3,kilogram,,Own Bicycle or Oxcart,,0,900,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
311027610110,a78aff35544a4063a2cc3b1f6afae932,tomato,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,kilogram,,3,,0,no,,,,Advice from fellow farmer,
311027610147,71c30a4958b44b5e9973a6672fd58976,maize,35,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,35,kilogram,,Improved variety is too expensive,
311027610147,71c30a4958b44b5e9973a6672fd58976,nkhwani,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Preference for traditional variety,
311027610147,71c30a4958b44b5e9973a6672fd58976,tomato,300,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,300,OTHER (SPECIFY),GRAMS,Preference for traditional variety,
311027610165,4b2ced8b74f64fb08da1fd2d3bcadd5d,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,Own Bicycle or Oxcart,,0,2800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
311027610184,ac66556c57204c24afe61a728f8f8ae1,maize,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,3,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
311027610184,ac66556c57204c24afe61a728f8f8ae1,beans,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
311027610202,29b84ec2d9a4434c9ec17351d80a9a62,SWEET POTATO,2,other,50 KG BAG,"YES, THE FIGURES MATCHED",no,yes,3,,2,50 KG BAG,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
311027610202,29b84ec2d9a4434c9ec17351d80a9a62,tomato,250,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,250,OTHER (SPECIFY),GRAMS,Preference for traditional variety,
311027610220,965e67a6bd2141d5bc9cd9cb0859a2a5,maize,35,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,35,kilogram,,On Foot,,0,12000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
311027610220,965e67a6bd2141d5bc9cd9cb0859a2a5,SWEET POTATO,3,other,50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety,
311027610220,965e67a6bd2141d5bc9cd9cb0859a2a5,nkhwani,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety,
