case_id,HHID,fs_b_start_date,fs_b_respondent,fs_b_endHr,fs_c_start_date,fs_c_respondent,fs_c_endHr,fs_d_start_date,fs_d_respondent,fs_d_endHr,fs_e_start_date,fs_e_endHr,fs_f_respondent,fs_f_endHr,fs_f_endMin,fs_g_start_date,fs_g_respondent,fs_g_endHr,fs_h_start_date,fs_h_respondent,fs_h_end_date,fs_i_start_date,fs_i_respondent,fs_i_endHr,fs_j_respondent,fs_j_endHr,fs_j_endMin
310046990084,43557769c7454e2e986f0f330deaadca,2020-03-06,2,15,2020-03-06,2,15,2020-03-06,2,15,2020-03-06,15,2,15,36,2020-03-06,2,15,2020-03-06,2,2020-03-06,2020-03-06,2,15,2,15,40
310077050169,a1e559ff59974ad4866091d21aeff132,2019-11-18,1,12,2019-11-18,1,12,2019-11-18,1,12,2019-11-18,12,1,12,54,2019-11-18,1,12,2019-11-18,1,2019-11-18,2019-11-18,1,12,1,12,58
311017100677,2389c5a7293c4cadbabd7f3e5a2b7ee4,2019-06-10,3,12,2019-06-10,3,12,2019-06-10,3,12,2019-06-10,12,3,12,55,2019-06-10,3,12,2019-06-10,3,2019-06-10,2019-06-10,3,13,3,13,2
311017100698,83c775f6123345059e1916ff6b3e00f1,2019-06-12,2,10,2019-06-12,2,10,2019-06-12,2,10,2019-06-12,10,2,10,44,2019-06-12,2,10,2019-06-12,2,2019-06-12,2019-06-12,2,10,2,10,41
311027110154,f8cb9614a35e48e48a887462089fa9ca,2020-01-17,1,14,2020-01-17,1,14,2020-01-17,1,14,2020-01-17,14,1,15,0,2020-01-17,1,15,2020-01-17,1,2020-01-17,2020-01-17,1,15,1,15,12
311047150323,5da42da85b9e4b49a7c7140c31753e47,2019-12-12,1,10,2019-12-12,3,10,2019-12-12,3,10,2019-12-12,10,1,10,37,2019-12-12,3,10,2019-12-12,3,2019-12-12,2019-12-12,3,10,3,10,43
311057190104,05155a5f72944b468dd8dd4eaf6921ea,2019-09-22,2,14,2019-09-22,2,14,2019-09-22,2,14,2019-09-22,14,2,14,28,2019-09-22,2,14,2019-09-22,2,2019-09-22,2019-09-22,2,14,2,14,35
311057190239,d3069db542a145f1a157a2be64ca34b3,2019-09-23,1,10,2019-09-23,1,10,2019-09-23,1,10,2019-09-23,10,1,10,40,2019-09-23,1,10,2019-09-23,1,2019-09-23,2019-09-23,1,10,1,10,46
311077220134,b53dcae63bc1481fbc9c129112df9ba7,2020-01-18,1,17,2020-01-18,1,17,2020-01-18,1,17,2020-01-18,17,1,17,41,2020-01-18,1,17,2020-01-18,1,2020-01-18,2020-01-18,1,17,1,17,46
311087260311,c588640d76b04459a32ccafb6f692810,2019-12-08,1,16,2019-12-08,1,16,2019-12-08,1,16,2019-12-08,16,1,16,20,2019-12-08,1,16,2019-12-08,1,2019-12-08,2019-12-08,1,16,1,16,26
311107280040,8fc16ad47fc14597a9592edfcaec9944,2020-04-05,1,15,2020-04-05,1,15,2020-04-05,2,15,2020-04-05,15,1,15,28,2020-04-05,1,15,2020-04-05,1,2020-04-05,2020-04-05,1,15,1,15,34
312017310324,dc1d42731e5842c39937e0a95e1cca81,2019-09-04,2,12,2019-09-04,2,12,2019-09-04,2,12,2019-09-04,12,2,12,21,2019-09-04,2,12,2019-09-04,2,2019-09-04,2019-09-04,2,12,2,12,32
312017340204,9909615cfcc345d582b8fe6d93d2a04b,2019-12-19,1,13,2019-12-19,1,13,2019-12-19,1,13,2019-12-19,13,1,13,29,2019-12-19,1,13,2019-12-19,1,2019-12-19,2019-12-19,1,13,1,13,36
312027360016,6c8276bcc8cf417d8c40c0748a0ab069,2020-02-18,2,13,2020-02-18,2,13,2020-02-18,2,13,2020-02-18,13,2,13,37,2020-02-18,2,13,2020-02-18,2,2020-02-18,2020-02-18,2,13,2,13,52
312027360222,966efb5005884e1ba2021506a26be5f7,2020-02-17,2,17,2020-02-17,2,17,2020-02-17,2,17,2020-02-17,17,2,17,20,2020-02-17,2,17,2020-02-17,2,2020-02-17,2020-02-17,2,17,2,17,44
312027370263,2c38c72aba6647f5bc7ac998e1941818,2019-05-25,2,12,2019-05-25,2,12,2019-05-25,2,12,2019-05-25,12,2,12,24,2019-05-25,2,12,2019-05-25,2,2019-05-25,2019-05-25,3,12,2,12,31
312037410005,642009c9ec584010a181223ef02b808b,2019-07-22,1,13,2019-07-22,1,13,2019-07-22,1,13,2019-07-22,13,1,13,58,2019-07-22,1,14,2019-07-22,1,2019-07-22,2019-07-22,1,14,1,14,5
312037410135,ea7c120cf1774d5b9179d64c037893b1,2019-07-23,1,11,2019-07-23,1,12,2019-07-23,1,12,2019-07-28,10,1,12,14,2019-07-23,1,12,2019-07-23,1,2019-07-23,2019-07-23,1,12,1,12,19
312047430178,d8cb6bc3636c4bd297c7cbd3b3d3b9d5,2019-09-04,2,17,2019-09-04,2,17,2019-09-04,2,17,2019-09-04,17,2,17,31,2019-09-04,2,17,2019-09-05,2,2019-09-05,2019-09-05,2,16,2,16,24
312057440062,37a20b7496ad47769716161129a6ea12,2020-04-05,1,15,2020-04-05,1,15,2020-04-05,1,15,2020-04-05,15,1,15,40,2020-04-05,1,15,2020-04-05,1,2020-04-05,2020-04-05,1,15,1,15,45
312057460122,b8f583657bb84a42a55ace18e585c959,2020-01-15,2,16,2020-01-15,1,16,2020-01-15,2,16,2020-01-15,16,2,6,49,2020-01-16,2,6,2020-01-16,2,2020-01-16,2020-01-16,1,6,2,6,53
312207520007,0f82fc61c05844cdb8609225f068981b,2019-07-17,2,14,2019-07-17,2,14,2019-07-17,2,14,2019-07-17,14,2,15,7,2019-07-17,2,15,2019-07-17,2,2019-07-17,2019-07-17,2,15,2,15,11
313037660125,8a72c2e0a9dd4936ad5d5456c1a5304c,2020-01-13,1,15,2020-01-13,1,15,2020-01-13,1,15,2020-01-13,16,1,16,9,2020-01-13,1,16,2020-01-13,1,2020-01-13,2020-01-13,1,16,1,16,13
313037700223,0fc6b2fc2ba44076b441e9f81fe7459c,2019-12-27,5,8,2019-12-27,5,8,2019-12-27,5,8,2019-12-27,8,5,.a,.a,2019-12-27,5,8,2019-12-27,5,2019-12-27,2019-12-27,5,8,5,8,33
314317740013,2cf4edd7bdf04fc2a465154702623a7c,2019-09-01,1,16,2019-09-01,1,16,2019-09-01,1,16,2019-09-01,16,1,16,28,2019-09-01,1,16,2019-09-01,1,2019-09-01,2019-09-01,1,16,1,16,36
314317750075,65e3f33fd1a748238a58e074f7a1c1b5,2020-04-07,1,11,2020-04-07,1,11,2020-04-07,1,11,2020-04-07,11,1,11,35,2020-04-07,1,11,2020-04-07,1,2020-04-07,2020-04-07,1,11,1,11,38
314317770080,8ffc972a67804694944fcad59b6b76f4,2019-12-17,2,11,2019-12-17,2,11,2019-12-17,2,11,2019-12-17,11,2,11,22,2019-12-17,2,11,2019-12-17,2,2019-12-17,2019-12-17,2,11,2,11,25
314337800074,845a08dc992f435cacace2df71b24775,2019-05-09,1,16,2019-05-09,1,16,2019-05-09,1,16,2019-05-09,16,1,16,31,2019-05-09,1,16,2019-05-09,1,2019-05-09,2019-05-09,1,16,1,16,41
314337800078,e536f61bc2db4e67a6516e8470f961a4,2019-05-07,2,16,2019-05-07,2,16,2019-05-07,2,16,2019-05-07,16,2,16,15,2019-05-07,2,16,2019-05-07,2,2019-05-07,2019-05-07,2,16,2,16,24
314337810091,b1650e8b9d0c48c2a557b703396b2f5a,2019-11-13,1,10,2019-11-13,1,10,2019-11-13,1,10,2019-11-13,10,1,10,48,2019-11-13,1,10,2019-11-13,1,2019-11-13,2019-11-13,1,10,1,10,51
314337820262,a77f8853abc84b919160cb0d8d547eb5,2019-09-28,1,12,2019-09-28,1,12,2019-09-28,1,12,2019-09-28,12,1,12,33,2019-09-28,1,12,2019-09-28,1,2019-09-28,2019-09-28,1,12,1,12,38
315317950159,bba9b0b4987e4a5481477841873dfe2f,2019-09-15,1,15,2019-09-15,1,15,2019-09-15,1,15,2019-09-15,15,1,15,52,2019-09-15,2,15,2019-09-15,1,2019-09-15,2019-09-15,2,15,1,15,54
315327980005,bcdb72bbe20645109e1d5cda49741912,2019-12-16,1,16,2019-12-16,1,16,2019-12-16,1,16,2019-12-16,16,1,16,5,2019-12-16,1,16,2019-12-16,1,2019-12-16,2019-12-16,1,16,1,16,10
315327980221,d6174276d9384a75a1ccc226539b4148,2019-12-18,1,16,2019-12-18,1,16,2019-12-18,1,16,2019-12-18,16,1,16,17,2019-12-18,1,16,2019-12-18,1,2019-12-18,2019-12-18,1,16,1,16,24
315358020138,c08059c6952f40929f8e771de54ef055,2019-11-17,2,12,2019-11-17,2,12,2019-11-17,2,12,2019-11-17,12,2,12,13,2019-11-17,2,12,2019-11-17,2,2019-11-17,2019-11-17,2,12,2,12,20
315398040094,7ef243e499a14efca0710babf7fea95f,2019-06-24,1,15,2019-06-24,1,15,2019-06-24,1,15,2019-06-24,15,2,16,9,2019-06-24,2,16,2019-06-24,2,2019-06-24,2019-06-24,2,16,2,16,22
315408060059,8b0aa4b72a664708b223f8f40db0658a,2019-10-03,2,14,2019-10-03,2,14,2019-10-03,2,14,2019-10-03,15,2,15,0,2019-10-03,2,15,2019-10-03,2,2019-10-03,2019-10-03,2,15,3,15,8
315408060192,a14a8279f5a74105bfb2c4dc46194be8,2019-10-03,2,12,2019-10-03,2,12,2019-10-03,2,12,2019-10-03,12,2,12,33,2019-10-03,2,12,2019-10-03,2,2019-10-03,2019-10-03,2,12,2,12,36
315408060203,a6d6fd9a0fbb4c69b06482501e377507,2019-10-03,2,14,2019-10-03,2,12,2019-10-03,2,14,2019-10-03,14,2,15,32,2019-10-03,2,15,2019-10-03,2,2019-10-03,2019-10-03,2,15,2,15,35
315448090005,9b766ebb86a7459e8c570cbb4ad11339,2019-12-21,2,13,2019-12-21,2,13,2019-12-21,2,13,2019-12-21,13,2,14,4,2019-12-21,2,14,2019-12-21,2,2019-12-21,2019-12-21,2,14,2,14,11
315498120102,112dc2135689405bad37ed2e7aed811b,2019-05-11,1,14,2019-05-11,1,14,2019-05-11,1,14,2019-05-11,14,1,14,40,2019-05-11,1,14,2019-05-11,1,2019-05-11,2019-05-11,1,14,1,14,57
315538160002,29a6864459df4962b07739c7737f17d2,2020-01-25,1,8,2020-01-25,1,8,2020-01-25,1,8,2020-01-25,8,1,8,19,2020-01-25,1,8,2020-01-25,1,2020-01-25,2020-01-25,1,8,1,8,22
