case_id,HHID,crop_code,ag_n01a,ag_n01b,ag_n01b_oth,ag_n02,ag_n03,ag_n04,ag_n06a,ag_n06b,ag_n07a,ag_n07b,ag_n07b_oth,ag_n07_1a,ag_n07_1b,ag_n08,ag_n08_oth,ag_n09,ag_n10,ag_n11,ag_n12,ag_n13,ag_n14a,ag_n14b,ag_n37,ag_n38a,ag_n38b,ag_n38b_oth,ag_n39a,ag_n39b,ag_n39_1,ag_n39_1_oth,ag_n40,ag_n41,ag_n42a,ag_n42b,ag_n42b_oth,ag_n43,ag_n43_oth
207063990142,89ae5dc17b0f46e89bafbb85f1c7dd61,NKHWANI,1,OTHER SPECIFY,TINA,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
207063990196,73bd6ed9d6b74700ba1f0fef26f83cc2,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
207063990196,73bd6ed9d6b74700ba1f0fef26f83cc2,BEANS,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,10,KILOGRAM,,Improved variety is too expensive,
207063990196,73bd6ed9d6b74700ba1f0fef26f83cc2,TOMATO,2,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,GRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
207063990265,d58f15793459430f82db2f344ba46099,MAIZE HYBRID,4,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,4,KILOGRAM,,1,.a,On Foot,,0,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207063990265,d58f15793459430f82db2f344ba46099,NKHWANI,50,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,50,RAM,,Preference for traditional variety,
207063990270,56575624d0184bafb65047b6804dc3b4,TOMATO,2,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,2,GRAM,,1,.a,Bicycle Taxi,,500,2600,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from extension officer,
207063990277,44316e557c9f4bc6a9c32d69fe442aa7,MAIZE HYBRID RECYCLED,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,5,KILOGRAM,,1,.a,On Foot,,0,2000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207063990283,829ed93578374169bf84738b91fdae17,MAIZE HYBRID,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,3,KILOGRAM,,Improved variety is too expensive,
207063990283,829ed93578374169bf84738b91fdae17,SWEET POTATO,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,200,KILOGRAM,,Improved variety is too expensive,
207063990283,829ed93578374169bf84738b91fdae17,BEANS,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,3,KILOGRAM,,1,.a,On Foot,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207063990283,829ed93578374169bf84738b91fdae17,TANAPOSI,3,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,3,RAM,,Improved variety is too expensive,
207063990283,829ed93578374169bf84738b91fdae17,NKHWANI,250,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,250,RAM,,Improved variety is too expensive,
207063990283,829ed93578374169bf84738b91fdae17,TOMATO,3,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,3,GRAM,,2,,On Foot,,0,NO,,,,Improved variety is too expensive,
207063990335,ff2471ac33904a87a872d6dac64f5e71,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,2,KILOGRAM,,1,.a,On Foot,,1000,0,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from input supplier,
207063990335,ff2471ac33904a87a872d6dac64f5e71,RICE MTUPATUPA,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,KILOGRAM,,2,,On Foot,,0,NO,,,,Improved variety is too expensive,
207063990352,187eeaa225194d85a01dcae47f86f830,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
207063990352,187eeaa225194d85a01dcae47f86f830,BEANS,500,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,500,GRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
207063990356,d4ee5aa8cfc04864b0a74e8d8d21d497,BEANS,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,KILOGRAM,,2,,On Foot,,0,NO,,,,Improved variety is too expensive,
207063990379,aaee6588ea30421cbae63a9941a59754,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,5,KILOGRAM,,3,,On Foot,,0,NO,,,,Advice from extension officer,
207063990379,aaee6588ea30421cbae63a9941a59754,NKHWANI,1,OTHER SPECIFY,TINA,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
207074000038,cf06cb9b4a994226979ca2bc5fa44819,BEANS,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,3,KILOGRAM,,1,.a,On Foot,,0,1800,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207074000294,009fd63d7ca544fa86e07f95781eb567,BEANS,5,KILOGRAM,,"NO, THE ENTRIES IN AG-MODULE M, AND QUESTION 1 OF AG-MODULE N WERE ADJUSTED",NO,YES,5,,5,KILOGRAM,,1,.a,On Foot,,0,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207074000302,a5b421c757d543ad9c471199b7a6b73a,SWEET POTATO,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,100,KILOGRAM,,1,2,Own Bicycle or Oxcart,,0,3000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
207074000374,23be0ec335114fe2b0df0f7913edf0c9,BEANS,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,20,KILOGRAM,,1,2,On Foot,,0,18000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207074000400,d7b259eb34124bf1995c4443fce086c5,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,KILOGRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
207074010022,876129591bd049239dc68ccd097daa0b,IRISH [MALAWI] POTATO,1,OTHER SPECIFY,LARGE PAIL,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),LARGE PAIL,Advice from fellow farmer,
207074010032,b128cc944a5d4d6f80785919fde72513,MAIZE LOCAL,4,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,4,KILOGRAM,,Improved variety is too expensive,
207074010032,b128cc944a5d4d6f80785919fde72513,THERERE/OKRA,1,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,RAM,,Improved variety is too expensive,
207074010036,2413bd3e5ace4b5e9e3bd648c1060302,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,KILOGRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
207074010038,cb93e44a8187488eb2bd410201832819,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Advice from fellow farmer,
207074010038,cb93e44a8187488eb2bd410201832819,NKHWANI,1,OTHER SPECIFY,TINA,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
207074010050,41c62566d4ab4f678f9116659d7ac525,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
207074010050,41c62566d4ab4f678f9116659d7ac525,SWEET POTATO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,50,KILOGRAM,,Improved variety is too expensive,
207074010050,41c62566d4ab4f678f9116659d7ac525,BEANS,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
207074010050,41c62566d4ab4f678f9116659d7ac525,TOMATO,10,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,10,GRAM,,1,.a,On Foot,,0,500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207074010087,08b8e062f82a400596a53d1bf3c72bf7,MAIZE HYBRID RECYCLED,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,3,KILOGRAM,,1,.a,On Foot,,0,800,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207074010095,e8155960f0a2421da134266d4fe0d88f,MAIZE LOCAL,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,3,KILOGRAM,,Improved variety is too expensive,
207074010095,e8155960f0a2421da134266d4fe0d88f,NKHWANI,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,RAM,,Improved variety is too expensive,
207074010106,2d0e8ddaeb3f485fbf2e330694be6f6c,MAIZE LOCAL,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
207074010106,2d0e8ddaeb3f485fbf2e330694be6f6c,NKHWANI,200,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,200,RAM,,Improved variety is too expensive,
207074010121,be70a6d753a34c90849470c5a390b347,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
207074010121,be70a6d753a34c90849470c5a390b347,BEANS,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
207074010142,d5762b677bd8479fb15446ade5c22d04,TOMATO,1000,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,1000,GRAM,,1,.a,Own Bicycle or Oxcart,,0,4800,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
207074010144,71265444bcca408d8d5e7ae311bee094,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
207074010144,71265444bcca408d8d5e7ae311bee094,SWEET POTATO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,50,KILOGRAM,,Improved variety is too expensive,
207074010144,71265444bcca408d8d5e7ae311bee094,IRISH [MALAWI] POTATO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,10,KILOGRAM,,Advice from extension officer,
207074010144,71265444bcca408d8d5e7ae311bee094,BEANS,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Improved variety is too expensive,
207074020002,1995879260fb4265bae245be9c6d58b8,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
207074020002,1995879260fb4265bae245be9c6d58b8,SWEET POTATO,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,100,KILOGRAM,,1,2,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207074020026,57207592d33b48359603daf17ac21341,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,2,KILOGRAM,,2,,On Foot,,0,NO,,,,Other (Specify),N/A
207074020140,9463984e083641dc841e12da2f0bbcff,SWEET POTATO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207074020140,9463984e083641dc841e12da2f0bbcff,TANAPOSI,250,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207074020146,8781a1a841284f6c87dd9acaefd0025e,IRISH [MALAWI] POTATO,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,100,KILOGRAM,,1,.a,Own Bicycle or Oxcart,,0,4000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),N/A
207074020146,8781a1a841284f6c87dd9acaefd0025e,TANAPOSI,3,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,3,GRAM,,1,.a,On Foot,,0,200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),N/A
207074020146,8781a1a841284f6c87dd9acaefd0025e,TOMATO,3,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,,3,GRAM,,1,.a,On Foot,,0,200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),N/A
207074020152,bd4750b329e744239e5c937a5a6a9b59,SWEET POTATO,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207074020165,dccd55b12ab4401dba63bd2aa4f96f3d,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
207074020165,dccd55b12ab4401dba63bd2aa4f96f3d,NKHWANI,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,KILOGRAM,,Preference for traditional variety,
207074020182,b67d12e508ae429f86cc992de4d5325f,MAIZE HYBRID,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,10,KILOGRAM,,Improved variety is too expensive,
207074020182,b67d12e508ae429f86cc992de4d5325f,SWEET POTATO,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,100,KILOGRAM,,Improved variety is too expensive,
207074020199,1bec2717867c4488bc761e982ef5d112,SWEET POTATO,12,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,12,KILOGRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
207074020199,1bec2717867c4488bc761e982ef5d112,BEANS,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
207074020199,1bec2717867c4488bc761e982ef5d112,NKHWANI,13,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207074020237,24b50b5afd0f493e83fa63dcf04fea05,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,1,KILOGRAM,,1,.a,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207074020260,92e430e44bbf476fb3a41735291e6fd5,TOMATO,1,OTHER SPECIFY,PACKET,"YES, THE FIGURES MATCHED",NO,YES,4,,1,OTHER (SPECIFY),PACKET,1,.a,On Foot,,0,1800,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
207074020407,0cda97ae64be439ea2c64d5dd415b75e,IRISH [MALAWI] POTATO,7,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,7,KILOGRAM,,1,.a,On Foot,,7000,7000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
207074020407,0cda97ae64be439ea2c64d5dd415b75e,TOMATO,3,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,3,GRAM,,3,,On Foot,,0,NO,,,,Advice from fellow farmer,
207084030030,b984eb4cdef0472e85b9510ae4ffebe1,NKHWANI,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,RAM,,Improved variety is too expensive,
207084030055,7271d585ae3e4d5a8c4649740b667149,MAIZE LOCAL,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
207084030055,7271d585ae3e4d5a8c4649740b667149,NKHWANI,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
207084030153,885e409065f746e9ad9c936726dba3a4,RICE IET4094 (SENGA),5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Advice from extension officer,
207084030153,885e409065f746e9ad9c936726dba3a4,SWEET POTATO,1,OTHER SPECIFY,50,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,50 KG BAG,,Preference for traditional variety,
207084030190,4df7602c43fe46528c98bd9d39e370f0,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,KILOGRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
207084030190,4df7602c43fe46528c98bd9d39e370f0,NKHWANI,1,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,GRAM,,1,,On Foot,,0,NO,,,,Preference for traditional variety,
207084030293,46811c4cb9e84989b09cc0fbb74a81e3,SWEET POTATO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,50,KILOGRAM,,5,,On Foot,,0,NO,,,,Advice from extension officer,
207084030293,46811c4cb9e84989b09cc0fbb74a81e3,TOMATO,2,OTHER SPECIFY,HEAP  (SMALL),"YES, THE FIGURES MATCHED",NO,YES,4,,2,OTHER (SPECIFY),HEAP  SMALL),1,2,On Foot,,0,200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207084030309,d12cacc02e874617b4502cb634eec2ff,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,5,KILOGRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
207084030309,d12cacc02e874617b4502cb634eec2ff,NKHWANI,250,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,.5,KILOGRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
207114040028,b78b85e99a5a45ffb66bb0d23975fa50,BEANS,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,1,KILOGRAM,,3,,On Foot,,0,NO,,,,Improved variety is too expensive,
207124050025,a43e2a3570a84277adcb75fa788bc8ab,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2,KILOGRAM,,Improved variety is too expensive,
207124050025,a43e2a3570a84277adcb75fa788bc8ab,SWEET POTATO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,50,KILOGRAM,,1,,On Foot,,0,NO,,,,Improved variety is too expensive,
207124050059,a00453065a394ac5abad6da903b0ae1b,MAIZE HYBRID,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,2.5,KILOGRAM,,Improved variety is too expensive,
207124050059,a00453065a394ac5abad6da903b0ae1b,NKHWANI,1,OTHER SPECIFY,TINA,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
207124050077,377c5e3e423743638b88940f96af4d16,TANAPOSI,1,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,,1,GRAM,,1,.a,On Foot,,0,370,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207124050077,377c5e3e423743638b88940f96af4d16,TOMATO,1,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,RAM,,Improved variety is too expensive,
207124050090,672032269fc0407db2a7100aee499516,SWEET POTATO,10,OTHER SPECIFY,50 KG BAG,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,10,50 KG BAG,,Advice from fellow farmer,
207124050090,672032269fc0407db2a7100aee499516,TANAPOSI,10,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,10,GRAM,,1,.a,Own Bicycle or Oxcart,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from fellow farmer,
207124050090,672032269fc0407db2a7100aee499516,TOMATO,10,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,,10,GRAM,,1,.a,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Advice from extension officer,
207124050092,705663d5140247069b8895b59e5cc086,MAIZE HYBRID,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,1,KILOGRAM,,1,.a,On Foot,,0,350,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207124050092,705663d5140247069b8895b59e5cc086,TOMATO,3,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,3,GRAM,,1,.a,On Foot,,0,250,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),N/A
207124050150,429b493db415475dbd88d0f4af3c054e,MAIZE LOCAL,150,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,150,RAM,,Improved variety is too expensive,
207124050150,429b493db415475dbd88d0f4af3c054e,BEANS,50,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,,50,GRAM,,1,.a,On Foot,,0,250,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Improved variety is too expensive,
207124050200,484028bbf0df4dc7b2f54cdc1c9c1c47,MAIZE HYBRID,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
207124050200,484028bbf0df4dc7b2f54cdc1c9c1c47,TANAPOSI,5,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,,2,GRAM,,1,.a,Own Bicycle or Oxcart,,0,300,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Other (Specify),N/A
207124050200,484028bbf0df4dc7b2f54cdc1c9c1c47,TOMATO,5,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,YES,5,GRAM,,8,,On Foot,,0,NO,,,,Other (Specify),N/A
207124050224,be19db5389a74aa8ad22bbbbe10a7cef,MAIZE LOCAL,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Preference for traditional variety,
207124050224,be19db5389a74aa8ad22bbbbe10a7cef,TANAPOSI,1,OTHER SPECIFY,TEASPOON,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),TEASPOON,Preference for traditional variety,
207124050224,be19db5389a74aa8ad22bbbbe10a7cef,NKHWANI,1,OTHER SPECIFY,TINA,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
207124050225,65565c323e07433a95745ec6e53f9b00,MAIZE LOCAL,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,20,KILOGRAM,,Improved variety is too expensive,
207124050225,65565c323e07433a95745ec6e53f9b00,TOMATO,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,1,RAM,,Improved variety is too expensive,
207204060143,4f341ed1985e4c3d85b67a185262db6f,MAIZE HYBRID RECYCLED,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
207204060143,4f341ed1985e4c3d85b67a185262db6f,BEANS,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
207204060183,79d87231e35f447eab63f4747f9e4b4c,MAIZE LOCAL,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,10,KILOGRAM,,Improved variety is too expensive,
207204060183,79d87231e35f447eab63f4747f9e4b4c,GROUNDNUT CG7,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,YES,5,KILOGRAM,,Improved variety is too expensive,
208014080006,a460f8d5b8f24ad48272146e140cfb8b,BEANS,7,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,9,,4,KILOGRAM,,1,.a,On Foot,,0,1200,"Paid in full, with own-savings",,,,,NO,,,,,,,,,NO,,,,Preference for traditional variety,
